onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.016	3.003	stimOnset	025	1	1	1	0.3	random	0.524	135
7.516	3.217	stimOnset	025	1	1	2	0.3	random	2.094	243
8.016	3.432	stimOnset	025	1	1	3	0.3	random	1.047	99
8.516	3.646	stimOnset	025	1	1	4	0.3	random	1.571	171
9.016	3.860	stimOnset	025	1	1	5	0.3	random	2.618	207
9.516	4.074	pauseOnset	025	1	1	5	0.3	random	2.618	207
10.077	4.314	buttonpress_y	025	1	1	5	0.3	random	2.618	207
10.199	4.366	blockend	025	1	1	5	0.3	random	2.618	207
10.249	4.387	stimOnset	025	1	2	1	0.8	random	0.524	207
10.682	4.573	stimOnset	025	1	2	2	0.8	random	2.618	99
11.182	4.787	stimOnset	025	1	2	3	0.8	random	1.571	135
11.682	5.001	stimOnset	025	1	2	4	0.8	random	2.094	243
12.182	5.215	stimOnset	025	1	2	5	0.8	random	1.047	171
12.682	5.429	pauseOnset	025	1	2	5	0.8	random	1.047	171
12.967	5.551	buttonpress_y	025	1	2	5	0.8	random	1.047	171
13.099	5.607	blockend	025	1	2	5	0.8	random	1.047	171
13.132	5.622	stimOnset	025	1	3	1	0.8	random	1.571	99
13.566	5.807	stimOnset	025	1	3	2	0.8	random	2.618	171
14.066	6.021	stimOnset	025	1	3	3	0.8	random	2.094	207
14.566	6.235	stimOnset	025	1	3	4	0.8	random	1.047	135
15.065	6.449	stimOnset	025	1	3	5	0.8	random	0.524	243
15.565	6.663	pauseOnset	025	1	3	5	0.8	random	0.524	243
15.919	6.814	buttonpress_r	025	1	3	5	0.8	random	0.524	243
16.049	6.870	blockend	025	1	3	5	0.8	random	0.524	243
16.082	6.884	stimOnset	025	1	4	1	0.8	random	2.618	99
16.515	7.070	stimOnset	025	1	4	2	0.8	random	0.524	171
17.015	7.284	stimOnset	025	1	4	3	0.8	random	1.571	135
17.515	7.498	stimOnset	025	1	4	4	0.8	random	1.047	243
18.015	7.712	stimOnset	025	1	4	5	0.8	random	2.094	207
18.515	7.926	pauseOnset	025	1	4	5	0.8	random	2.094	207
18.808	8.051	buttonpress_r	025	1	4	5	0.8	random	2.094	207
18.932	8.104	blockend	025	1	4	5	0.8	random	2.094	207
18.965	8.118	stimOnset	025	1	5	1	0.8	predictable	2.094	99
19.415	8.311	stimOnset	025	1	5	2	0.8	predictable	1.571	207
19.915	8.525	stimOnset	025	1	5	3	0.8	predictable	1.047	243
20.415	8.739	stimOnset	025	1	5	4	0.8	predictable	0.524	135
20.915	8.953	stimOnset	025	1	5	5	0.8	predictable	2.618	171
21.415	9.167	pauseOnset	025	1	5	5	0.8	predictable	2.618	171
21.571	9.234	buttonpress_y	025	1	5	5	0.8	predictable	2.618	171
21.698	9.289	blockend	025	1	5	5	0.8	predictable	2.618	171
21.731	9.303	stimOnset	025	1	6	1	0.8	predictable	0.524	99
22.165	9.488	stimOnset	025	1	6	2	0.8	predictable	2.094	207
22.665	9.702	stimOnset	025	1	6	3	0.8	predictable	2.618	243
23.165	9.916	stimOnset	025	1	6	4	0.8	predictable	1.047	135
23.665	10.130	stimOnset	025	1	6	5	0.8	predictable	1.571	171
24.165	10.344	pauseOnset	025	1	6	5	0.8	predictable	1.571	171
24.656	10.555	buttonpress_r	025	1	6	5	0.8	predictable	1.571	171
24.781	10.608	blockend	025	1	6	5	0.8	predictable	1.571	171
24.815	10.623	stimOnset	025	1	7	1	0.3	random	1.047	99
