onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.012	3.002	stimOnset	001	2	1	1	0.5	predictable	0.000	0
7.257	3.107	stimOnset	001	2	1	2	0.5	predictable	5.236	135
7.507	3.214	stimOnset	001	2	1	3	0.5	predictable	2.618	90
7.759	3.321	stimOnset	001	2	1	4	0.5	predictable	4.712	45
8.007	3.428	stimOnset	001	2	1	5	0.5	predictable	3.142	0
8.257	3.535	stimOnset	001	2	1	6	0.5	predictable	4.189	135
8.507	3.642	stimOnset	001	2	1	7	0.5	predictable	5.236	90
8.757	3.749	stimOnset	001	2	1	8	0.5	predictable	2.094	45
9.007	3.856	stimOnset	001	2	1	9	0.5	predictable	5.760	0
9.257	3.963	stimOnset	001	2	1	10	0.5	predictable	2.618	135
9.507	4.070	stimOnset	001	2	1	11	0.5	predictable	0.000	90
9.757	4.177	stimOnset	001	2	1	12	0.5	predictable	0.000	45
10.007	4.284	stimOnset	001	2	1	13	0.5	predictable	0.524	0
10.257	4.391	stimOnset	001	2	1	14	0.5	predictable	4.189	135
10.507	4.498	stimOnset	001	2	1	15	0.5	predictable	0.524	90
10.757	4.605	stimOnset	001	2	1	16	0.5	predictable	5.760	45
11.007	4.712	stimOnset	001	2	1	17	0.5	predictable	5.760	0
11.257	4.819	stimOnset	001	2	1	18	0.5	predictable	1.047	135
11.507	4.926	stimOnset	001	2	1	19	0.5	predictable	4.712	90
11.757	5.033	stimOnset	001	2	1	20	0.5	predictable	3.142	45
12.008	5.140	stimOnset	001	2	1	21	0.5	predictable	4.189	0
12.257	5.247	stimOnset	001	2	1	22	0.5	predictable	0.000	135
12.507	5.354	stimOnset	001	2	1	23	0.5	predictable	5.236	90
12.757	5.461	stimOnset	001	2	1	24	0.5	predictable	3.142	45
13.007	5.568	stimOnset	001	2	1	25	0.5	predictable	3.142	0
13.257	5.675	stimOnset	001	2	1	26	0.5	predictable	1.047	135
13.507	5.782	stimOnset	001	2	1	27	0.5	predictable	4.189	90
13.757	5.889	stimOnset	001	2	1	28	0.5	predictable	5.236	45
14.007	5.996	stimOnset	001	2	1	29	0.5	predictable	0.524	0
14.257	6.103	stimOnset	001	2	1	30	0.5	predictable	2.094	135
14.507	6.210	stimOnset	001	2	1	31	0.5	predictable	3.665	90
14.757	6.317	stimOnset	001	2	1	32	0.5	predictable	5.760	45
15.007	6.424	stimOnset	001	2	1	33	0.5	predictable	2.618	0
15.257	6.531	stimOnset	001	2	1	34	0.5	predictable	3.665	135
15.507	6.638	stimOnset	001	2	1	35	0.5	predictable	2.094	90
15.757	6.745	stimOnset	001	2	1	36	0.5	predictable	1.047	45
16.007	6.852	stimOnset	001	2	1	37	0.5	predictable	4.712	0
16.257	6.959	stimOnset	001	2	1	38	0.5	predictable	0.524	135
16.507	7.066	stimOnset	001	2	1	39	0.5	predictable	1.571	90
16.757	7.173	stimOnset	001	2	1	40	0.5	predictable	1.047	45
17.007	7.280	stimOnset	001	2	1	41	0.5	predictable	3.665	0
17.257	7.388	stimOnset	001	2	1	42	0.5	predictable	4.189	135
17.507	7.495	stimOnset	001	2	1	43	0.5	predictable	3.665	90
17.757	7.602	catchOnset	001	2	1	44	0.5	predictable	3.665	45
18.007	7.709	stimOnset	001	2	1	45	0.5	predictable	1.571	0
18.257	7.816	stimOnset	001	2	1	46	0.5	predictable	4.712	135
18.507	7.923	stimOnset	001	2	1	47	0.5	predictable	2.094	90
18.757	8.030	stimOnset	001	2	1	48	0.5	predictable	1.571	45
19.007	8.137	stimOnset	001	2	1	49	0.5	predictable	2.618	0
19.257	8.244	stimOnset	001	2	1	50	0.5	predictable	2.094	135
19.507	8.351	stimOnset	001	2	1	51	0.5	predictable	0.524	90
19.757	8.458	stimOnset	001	2	1	52	0.5	predictable	3.142	45
20.007	8.565	stimOnset	001	2	1	53	0.5	predictable	5.760	0
20.257	8.672	stimOnset	001	2	1	54	0.5	predictable	1.571	135
20.507	8.779	stimOnset	001	2	1	55	0.5	predictable	1.047	90
20.757	8.886	stimOnset	001	2	1	56	0.5	predictable	4.712	45
21.007	8.993	stimOnset	001	2	1	57	0.5	predictable	1.571	0
21.257	9.100	stimOnset	001	2	1	58	0.5	predictable	2.618	135
