onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.008	3.000	stimOnset	001	1	1	1	1.0	predictable	1.571	0
7.258	3.107	stimOnset	001	1	1	2	1.0	predictable	1.571	90
7.508	3.214	stimOnset	001	1	1	3	1.0	predictable	1.571	45
7.759	3.321	stimOnset	001	1	1	4	1.0	predictable	2.094	135
8.008	3.428	stimOnset	001	1	1	5	1.0	predictable	2.618	0
8.258	3.535	stimOnset	001	1	1	6	1.0	predictable	4.189	90
8.508	3.642	stimOnset	001	1	1	7	1.0	predictable	1.571	45
8.758	3.749	stimOnset	001	1	1	8	1.0	predictable	3.665	135
9.008	3.856	stimOnset	001	1	1	9	1.0	predictable	0.524	0
9.258	3.963	stimOnset	001	1	1	10	1.0	predictable	4.712	90
9.508	4.070	stimOnset	001	1	1	11	1.0	predictable	1.047	45
9.758	4.177	catchOnset	001	1	1	12	1.0	predictable	0.000	135
10.008	4.284	stimOnset	001	1	1	13	1.0	predictable	3.665	0
10.257	4.391	stimOnset	001	1	1	14	1.0	predictable	5.236	90
10.507	4.498	stimOnset	001	1	1	15	1.0	predictable	2.618	45
10.757	4.605	stimOnset	001	1	1	16	1.0	predictable	4.189	135
11.007	4.712	stimOnset	001	1	1	17	1.0	predictable	0.524	0
11.257	4.819	stimOnset	001	1	1	18	1.0	predictable	2.618	90
11.507	4.926	stimOnset	001	1	1	19	1.0	predictable	3.142	45
11.757	5.033	stimOnset	001	1	1	20	1.0	predictable	3.665	135
12.007	5.140	stimOnset	001	1	1	21	1.0	predictable	0.524	0
12.257	5.247	stimOnset	001	1	1	22	1.0	predictable	0.000	90
12.507	5.354	catchOnset	001	1	1	23	1.0	predictable	5.760	45
12.758	5.461	stimOnset	001	1	1	24	1.0	predictable	0.000	135
13.008	5.568	stimOnset	001	1	1	25	1.0	predictable	1.047	0
13.258	5.675	stimOnset	001	1	1	26	1.0	predictable	2.094	90
13.508	5.782	stimOnset	001	1	1	27	1.0	predictable	2.618	45
13.757	5.889	stimOnset	001	1	1	28	1.0	predictable	4.189	135
14.007	5.996	stimOnset	001	1	1	29	1.0	predictable	5.236	0
14.257	6.103	stimOnset	001	1	1	30	1.0	predictable	3.665	90
