onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
4.500	3.000	stimOnset	001	8	1	1	0.8	predictable	0.000	45
4.750	3.167	stimOnset	001	8	1	2	0.8	predictable	5.236	90
5.000	3.333	stimOnset	001	8	1	3	0.8	predictable	3.665	0
5.250	3.500	stimOnset	001	8	1	4	0.8	predictable	3.142	135
5.500	3.667	pauseOnset	001	8	1	4	0.8	predictable	3.142	135
6.500	4.333	stimOnset	001	8	1	5	0.8	predictable	2.618	45
6.750	4.500	stimOnset	001	8	1	6	0.8	predictable	5.760	90
7.000	4.667	stimOnset	001	8	1	7	0.8	predictable	0.524	0
7.250	4.833	stimOnset	001	8	1	8	0.8	predictable	1.571	135
7.500	5.000	pauseOnset	001	8	1	8	0.8	predictable	1.571	135
8.500	5.667	stimOnset	001	8	1	9	0.8	predictable	4.189	45
8.750	5.833	stimOnset	001	8	1	10	0.8	predictable	2.094	90
9.000	6.000	stimOnset	001	8	1	11	0.8	predictable	5.236	0
9.250	6.166	catchOnset	001	8	1	12	0.8	predictable	5.760	135
9.500	6.333	pauseOnset	001	8	1	12	0.8	predictable	5.760	135
10.500	7.000	stimOnset	001	8	1	13	0.8	predictable	3.665	45
10.750	7.166	stimOnset	001	8	1	14	0.8	predictable	1.571	90
11.000	7.333	stimOnset	001	8	1	15	0.8	predictable	2.618	0
11.250	7.500	stimOnset	001	8	1	16	0.8	predictable	0.000	135
11.500	7.666	pauseOnset	001	8	1	16	0.8	predictable	0.000	135
12.500	8.333	stimOnset	001	8	1	17	0.8	predictable	1.571	45
12.750	8.500	stimOnset	001	8	1	18	0.8	predictable	4.189	90
13.000	8.666	stimOnset	001	8	1	19	0.8	predictable	0.524	0
13.250	8.833	stimOnset	001	8	1	20	0.8	predictable	3.665	135
13.500	9.000	pauseOnset	001	8	1	20	0.8	predictable	3.665	135
14.500	9.666	stimOnset	001	8	1	21	0.8	predictable	3.142	45
14.750	9.833	stimOnset	001	8	1	22	0.8	predictable	4.712	90
15.000	10.000	catchOnset	001	8	1	23	0.8	predictable	3.142	0
15.250	10.166	stimOnset	001	8	1	24	0.8	predictable	4.189	135
15.500	10.333	pauseOnset	001	8	1	24	0.8	predictable	4.189	135
16.500	11.000	stimOnset	001	8	1	25	0.8	predictable	2.094	45
16.750	11.166	stimOnset	001	8	1	26	0.8	predictable	1.047	90
17.000	11.333	stimOnset	001	8	1	27	0.8	predictable	2.618	0
17.250	11.500	stimOnset	001	8	1	28	0.8	predictable	5.760	135
17.499	11.666	pauseOnset	001	8	1	28	0.8	predictable	5.760	135
18.499	12.333	stimOnset	001	8	1	29	0.8	predictable	2.094	45
18.749	12.500	stimOnset	001	8	1	30	0.8	predictable	5.236	90
18.999	12.666	stimOnset	001	8	1	31	0.8	predictable	0.524	0
19.249	12.833	catchOnset	001	8	1	32	0.8	predictable	0.000	135
19.499	13.000	pauseOnset	001	8	1	32	0.8	predictable	0.000	135
20.499	13.666	stimOnset	001	8	1	33	0.8	predictable	4.712	45
20.749	13.833	stimOnset	001	8	1	34	0.8	predictable	1.047	90
20.999	14.000	stimOnset	001	8	1	35	0.8	predictable	4.712	0
21.249	14.166	stimOnset	001	8	1	36	0.8	predictable	1.047	135
21.499	14.333	pauseOnset	001	8	1	36	0.8	predictable	1.047	135
22.499	15.000	blockend	001	8	1	36	0.8	predictable	1.047	135
22.503	15.002	buttonpress	001	8	1	36	0.8	predictable	1.047	135
22.514	15.009	buttonpress	001	8	1	36	0.8	predictable	1.047	135
22.524	15.016	buttonpress	001	8	1	36	0.8	predictable	1.047	135
31.499	20.999	stimOnset	001	8	2	1	0.3	random	0.000	0
31.749	21.166	stimOnset	001	8	2	2	0.3	random	5.236	90
31.999	21.333	stimOnset	001	8	2	3	0.3	random	2.618	45
32.249	21.499	stimOnset	001	8	2	4	0.3	random	1.571	135
32.499	21.666	pauseOnset	001	8	2	4	0.3	random	1.571	135
33.499	22.333	catchOnset	001	8	2	5	0.3	random	3.665	45
33.749	22.499	stimOnset	001	8	2	6	0.3	random	5.760	0
33.999	22.666	stimOnset	001	8	2	7	0.3	random	2.618	90
34.249	22.833	stimOnset	001	8	2	8	0.3	random	0.000	135
34.499	22.999	pauseOnset	001	8	2	8	0.3	random	0.000	135
35.499	23.666	stimOnset	001	8	2	9	0.3	random	2.094	90
