onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
0.129	0.055	buttonpress_r	030	2	1	1	0.3	predictable	2.094	135
7.016	3.003	stimOnset	030	2	1	1	0.3	predictable	2.094	135
7.266	3.110	stimOnset	030	2	1	2	0.3	predictable	2.618	243
7.516	3.217	stimOnset	030	2	1	3	0.3	predictable	0.524	99
7.766	3.325	stimOnset	030	2	1	4	0.3	predictable	1.571	207
8.016	3.432	stimOnset	030	2	1	5	0.3	predictable	1.047	171
8.266	3.539	pauseOnset	030	2	1	5	0.3	predictable	1.047	171
9.059	3.878	buttonpress_y	030	2	1	5	0.3	predictable	1.047	171
9.182	3.931	blockend	030	2	1	5	0.3	predictable	1.047	171
9.216	3.945	stimOnset	030	2	2	1	0.8	predictable	1.047	171
9.416	4.031	stimOnset	030	2	2	2	0.8	predictable	2.618	135
9.666	4.138	stimOnset	030	2	2	3	0.8	predictable	2.094	243
9.916	4.245	stimOnset	030	2	2	4	0.8	predictable	0.524	99
10.166	4.352	stimOnset	030	2	2	5	0.8	predictable	1.571	207
10.416	4.459	pauseOnset	030	2	2	5	0.8	predictable	1.571	207
10.974	4.698	buttonpress_r	030	2	2	5	0.8	predictable	1.571	207
11.099	4.751	blockend	030	2	2	5	0.8	predictable	1.571	207
11.132	4.765	stimOnset	030	2	3	1	0.8	random	1.047	99
11.332	4.851	stimOnset	030	2	3	2	0.8	random	0.524	171
11.582	4.958	stimOnset	030	2	3	3	0.8	random	1.571	243
11.832	5.065	stimOnset	030	2	3	4	0.8	random	2.618	207
12.082	5.172	stimOnset	030	2	3	5	0.8	random	2.094	135
12.332	5.279	pauseOnset	030	2	3	5	0.8	random	2.094	135
12.696	5.435	buttonpress_y	030	2	3	5	0.8	random	2.094	135
12.815	5.486	blockend	030	2	3	5	0.8	random	2.094	135
12.866	5.508	stimOnset	030	2	4	1	0.3	predictable	1.047	207
13.049	5.586	stimOnset	030	2	4	2	0.3	predictable	2.094	171
13.299	5.693	stimOnset	030	2	4	3	0.3	predictable	2.618	135
13.549	5.800	stimOnset	030	2	4	4	0.3	predictable	0.524	243
13.799	5.907	stimOnset	030	2	4	5	0.3	predictable	1.571	99
14.049	6.014	pauseOnset	030	2	4	5	0.3	predictable	1.571	99
14.458	6.189	buttonpress_y	030	2	4	5	0.3	predictable	1.571	99
14.582	6.242	blockend	030	2	4	5	0.3	predictable	1.571	99
14.615	6.256	stimOnset	030	2	5	1	0.8	random	0.524	207
14.815	6.342	stimOnset	030	2	5	2	0.8	random	1.047	99
15.065	6.449	stimOnset	030	2	5	3	0.8	random	2.094	243
15.315	6.556	stimOnset	030	2	5	4	0.8	random	1.571	171
15.565	6.663	stimOnset	030	2	5	5	0.8	random	2.618	135
15.815	6.770	pauseOnset	030	2	5	5	0.8	random	2.618	135
16.172	6.923	buttonpress_r	030	2	5	5	0.8	random	2.618	135
16.299	6.977	blockend	030	2	5	5	0.8	random	2.618	135
16.332	6.991	stimOnset	030	2	6	1	0.8	random	1.047	99
16.515	7.070	stimOnset	030	2	6	2	0.8	random	0.524	171
16.782	7.184	stimOnset	030	2	6	3	0.8	random	2.094	243
17.015	7.284	stimOnset	030	2	6	4	0.8	random	1.571	207
17.282	7.398	stimOnset	030	2	6	5	0.8	random	2.618	135
17.515	7.498	pauseOnset	030	2	6	5	0.8	random	2.618	135
18.232	7.805	buttonpress_y	030	2	6	5	0.8	random	2.618	135
18.348	7.855	blockend	030	2	6	5	0.8	random	2.618	135
18.398	7.876	stimOnset	030	2	7	1	0.3	random	2.618	207
18.582	7.955	stimOnset	030	2	7	2	0.3	random	1.571	135
18.832	8.062	stimOnset	030	2	7	3	0.3	random	1.047	99
19.082	8.169	stimOnset	030	2	7	4	0.3	random	2.094	243
19.332	8.276	stimOnset	030	2	7	5	0.3	random	0.524	171
19.582	8.383	pauseOnset	030	2	7	5	0.3	random	0.524	171
20.073	8.593	buttonpress_y	030	2	7	5	0.3	random	0.524	171
20.198	8.647	blockend	030	2	7	5	0.3	random	0.524	171
20.231	8.661	stimOnset	030	2	8	1	0.8	random	2.094	99
20.432	8.746	stimOnset	030	2	8	2	0.8	random	2.618	171
20.682	8.853	stimOnset	030	2	8	3	0.8	random	1.571	135
20.932	8.960	stimOnset	030	2	8	4	0.8	random	0.524	207
21.182	9.067	stimOnset	030	2	8	5	0.8	random	1.047	243
21.432	9.175	pauseOnset	030	2	8	5	0.8	random	1.047	243
22.035	9.433	buttonpress_y	030	2	8	5	0.8	random	1.047	243
22.165	9.488	blockend	030	2	8	5	0.8	random	1.047	243
22.198	9.503	stimOnset	030	2	9	1	0.3	predictable	0.524	99
22.382	9.581	stimOnset	030	2	9	2	0.3	predictable	2.618	207
22.632	9.688	stimOnset	030	2	9	3	0.3	predictable	1.047	171
22.882	9.795	stimOnset	030	2	9	4	0.3	predictable	1.571	135
23.132	9.902	stimOnset	030	2	9	5	0.3	predictable	2.094	243
23.381	10.009	pauseOnset	030	2	9	5	0.3	predictable	2.094	243
24.041	10.291	buttonpress_r	030	2	9	5	0.3	predictable	2.094	243
24.165	10.344	blockend	030	2	9	5	0.3	predictable	2.094	243
24.198	10.359	stimOnset	030	2	10	1	0.8	predictable	2.094	207
24.398	10.444	stimOnset	030	2	10	2	0.8	predictable	1.571	171
24.648	10.551	stimOnset	030	2	10	3	0.8	predictable	2.618	135
24.898	10.658	stimOnset	030	2	10	4	0.8	predictable	0.524	243
25.148	10.765	stimOnset	030	2	10	5	0.8	predictable	1.047	99
25.398	10.872	pauseOnset	030	2	10	5	0.8	predictable	1.047	99
26.223	11.226	buttonpress_y	030	2	10	5	0.8	predictable	1.047	99
26.348	11.279	blockend	030	2	10	5	0.8	predictable	1.047	99
26.381	11.293	stimOnset	030	2	11	1	0.8	random	2.094	207
26.581	11.379	stimOnset	030	2	11	2	0.8	random	2.618	135
26.831	11.486	stimOnset	030	2	11	3	0.8	random	0.524	99
27.081	11.593	stimOnset	030	2	11	4	0.8	random	1.571	243
27.331	11.700	stimOnset	030	2	11	5	0.8	random	1.047	171
27.581	11.807	pauseOnset	030	2	11	5	0.8	random	1.047	171
28.291	12.111	buttonpress_r	030	2	11	5	0.8	random	1.047	171
28.414	12.164	blockend	030	2	11	5	0.8	random	1.047	171
28.447	12.178	stimOnset	030	2	12	1	0.3	predictable	2.618	207
28.648	12.264	stimOnset	030	2	12	2	0.3	predictable	2.094	171
28.898	12.371	stimOnset	030	2	12	3	0.3	predictable	1.571	135
29.148	12.478	stimOnset	030	2	12	4	0.3	predictable	1.047	243
29.398	12.585	stimOnset	030	2	12	5	0.3	predictable	0.524	99
29.648	12.692	pauseOnset	030	2	12	5	0.3	predictable	0.524	99
30.167	12.914	buttonpress_y	030	2	12	5	0.3	predictable	0.524	99
30.298	12.970	blockend	030	2	12	5	0.3	predictable	0.524	99
30.331	12.984	stimOnset	030	2	13	1	0.8	predictable	2.094	171
30.514	13.063	stimOnset	030	2	13	2	0.8	predictable	2.618	135
30.764	13.170	stimOnset	030	2	13	3	0.8	predictable	1.571	243
31.014	13.277	stimOnset	030	2	13	4	0.8	predictable	1.047	99
31.264	13.384	stimOnset	030	2	13	5	0.8	predictable	0.524	207
31.514	13.491	pauseOnset	030	2	13	5	0.8	predictable	0.524	207
32.151	13.763	buttonpress_r	030	2	13	5	0.8	predictable	0.524	207
32.281	13.819	blockend	030	2	13	5	0.8	predictable	0.524	207
32.314	13.833	stimOnset	030	2	14	1	0.3	random	0.524	99
32.497	13.912	stimOnset	030	2	14	2	0.3	random	2.618	171
32.747	14.019	stimOnset	030	2	14	3	0.3	random	2.094	243
32.997	14.126	stimOnset	030	2	14	4	0.3	random	1.571	207
33.247	14.233	stimOnset	030	2	14	5	0.3	random	1.047	135
33.497	14.340	pauseOnset	030	2	14	5	0.3	random	1.047	135
34.134	14.612	buttonpress_r	030	2	14	5	0.3	random	1.047	135
34.264	14.668	blockend	030	2	14	5	0.3	random	1.047	135
34.297	14.682	stimOnset	030	2	15	1	0.8	predictable	1.571	243
34.481	14.761	stimOnset	030	2	15	2	0.8	predictable	2.618	99
34.731	14.868	stimOnset	030	2	15	3	0.8	predictable	0.524	207
34.981	14.975	stimOnset	030	2	15	4	0.8	predictable	2.094	171
35.231	15.082	stimOnset	030	2	15	5	0.8	predictable	1.047	135
35.481	15.189	pauseOnset	030	2	15	5	0.8	predictable	1.047	135
35.916	15.375	buttonpress_r	030	2	15	5	0.8	predictable	1.047	135
36.047	15.431	blockend	030	2	15	5	0.8	predictable	1.047	135
36.080	15.445	stimOnset	030	2	16	1	0.8	random	2.618	99
36.264	15.524	stimOnset	030	2	16	2	0.8	random	1.571	171
36.514	15.631	stimOnset	030	2	16	3	0.8	random	1.047	135
36.764	15.738	stimOnset	030	2	16	4	0.8	random	0.524	207
37.014	15.845	stimOnset	030	2	16	5	0.8	random	2.094	243
37.264	15.952	pauseOnset	030	2	16	5	0.8	random	2.094	243
37.626	16.107	buttonpress_y	030	2	16	5	0.8	random	2.094	243
37.747	16.159	blockend	030	2	16	5	0.8	random	2.094	243
37.797	16.180	stimOnset	030	2	17	1	0.3	predictable	2.094	135
37.980	16.259	stimOnset	030	2	17	2	0.3	predictable	1.571	243
38.230	16.366	stimOnset	030	2	17	3	0.3	predictable	1.047	99
38.480	16.473	stimOnset	030	2	17	4	0.3	predictable	0.524	207
38.730	16.580	stimOnset	030	2	17	5	0.3	predictable	2.618	171
38.980	16.687	pauseOnset	030	2	17	5	0.3	predictable	2.618	171
39.667	16.981	buttonpress_y	030	2	17	5	0.3	predictable	2.618	171
39.797	17.036	blockend	030	2	17	5	0.3	predictable	2.618	171
39.830	17.051	stimOnset	030	2	18	1	0.8	predictable	0.524	171
40.014	17.129	stimOnset	030	2	18	2	0.8	predictable	2.618	135
40.264	17.236	stimOnset	030	2	18	3	0.8	predictable	1.047	243
40.513	17.343	stimOnset	030	2	18	4	0.8	predictable	2.094	99
40.763	17.450	stimOnset	030	2	18	5	0.8	predictable	1.571	207
41.013	17.557	pauseOnset	030	2	18	5	0.8	predictable	1.571	207
41.850	17.915	buttonpress_y	030	2	18	5	0.8	predictable	1.571	207
41.980	17.971	blockend	030	2	18	5	0.8	predictable	1.571	207
42.013	17.985	stimOnset	030	2	19	1	0.3	predictable	1.571	207
42.197	18.064	stimOnset	030	2	19	2	0.3	predictable	1.047	171
42.447	18.171	stimOnset	030	2	19	3	0.3	predictable	2.094	135
42.697	18.278	stimOnset	030	2	19	4	0.3	predictable	2.618	243
42.947	18.385	stimOnset	030	2	19	5	0.3	predictable	0.524	99
43.197	18.492	pauseOnset	030	2	19	5	0.3	predictable	0.524	99
43.925	18.803	buttonpress_r	030	2	19	5	0.3	predictable	0.524	99
44.046	18.855	blockend	030	2	19	5	0.3	predictable	0.524	99
44.080	18.870	stimOnset	030	2	20	1	0.3	predictable	1.047	99
44.280	18.955	stimOnset	030	2	20	2	0.3	predictable	2.618	207
44.530	19.062	stimOnset	030	2	20	3	0.3	predictable	1.571	171
44.780	19.169	stimOnset	030	2	20	4	0.3	predictable	2.094	135
45.030	19.276	stimOnset	030	2	20	5	0.3	predictable	0.524	243
45.280	19.383	pauseOnset	030	2	20	5	0.3	predictable	0.524	243
46.852	20.057	buttonpress_y	030	2	20	5	0.3	predictable	0.524	243
46.980	20.111	blockend	030	2	20	5	0.3	predictable	0.524	243
47.013	20.125	stimOnset	030	2	21	1	0.3	random	2.094	243
47.196	20.204	stimOnset	030	2	21	2	0.3	random	2.618	135
47.446	20.311	stimOnset	030	2	21	3	0.3	random	0.524	99
47.696	20.418	stimOnset	030	2	21	4	0.3	random	1.571	171
47.946	20.525	stimOnset	030	2	21	5	0.3	random	1.047	207
48.196	20.632	pauseOnset	030	2	21	5	0.3	random	1.047	207
48.949	20.954	buttonpress_y	030	2	21	5	0.3	random	1.047	207
49.079	21.010	blockend	030	2	21	5	0.3	random	1.047	207
49.096	21.017	stimOnset	030	2	22	1	0.8	predictable	0.524	207
49.296	21.103	stimOnset	030	2	22	2	0.8	predictable	2.094	171
49.546	21.210	stimOnset	030	2	22	3	0.8	predictable	1.047	135
49.796	21.317	stimOnset	030	2	22	4	0.8	predictable	1.571	243
50.046	21.424	stimOnset	030	2	22	5	0.8	predictable	2.618	99
50.296	21.531	pauseOnset	030	2	22	5	0.8	predictable	2.618	99
51.003	21.833	buttonpress_y	030	2	22	5	0.8	predictable	2.618	99
51.129	21.887	blockend	030	2	22	5	0.8	predictable	2.618	99
51.162	21.902	stimOnset	030	2	23	1	0.8	predictable	1.571	243
51.363	21.987	stimOnset	030	2	23	2	0.8	predictable	1.047	99
51.613	22.094	stimOnset	030	2	23	3	0.8	predictable	2.094	207
51.863	22.201	stimOnset	030	2	23	4	0.8	predictable	0.524	171
52.113	22.308	stimOnset	030	2	23	5	0.8	predictable	2.618	135
52.363	22.415	pauseOnset	030	2	23	5	0.8	predictable	2.618	135
54.073	23.147	buttonpress_y	030	2	23	5	0.8	predictable	2.618	135
54.195	23.200	blockend	030	2	23	5	0.8	predictable	2.618	135
54.229	23.214	stimOnset	030	2	24	1	0.8	random	1.571	171
54.429	23.300	stimOnset	030	2	24	2	0.8	random	1.047	243
54.679	23.407	stimOnset	030	2	24	3	0.8	random	2.618	207
54.929	23.514	stimOnset	030	2	24	4	0.8	random	2.094	99
55.179	23.621	stimOnset	030	2	24	5	0.8	random	0.524	135
55.429	23.728	pauseOnset	030	2	24	5	0.8	random	0.524	135
56.303	24.102	buttonpress_y	030	2	24	5	0.8	random	0.524	135
