onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.016	3.003	stimOnset	030	1	1	1	0.3	predictable	2.618	99
7.266	3.110	stimOnset	030	1	1	2	0.3	predictable	0.524	207
7.516	3.217	stimOnset	030	1	1	3	0.3	predictable	2.094	171
7.766	3.325	stimOnset	030	1	1	4	0.3	predictable	1.571	135
8.016	3.432	stimOnset	030	1	1	5	0.3	predictable	1.047	243
8.266	3.539	pauseOnset	030	1	1	5	0.3	predictable	1.047	243
8.624	3.692	buttonpress_y	030	1	1	5	0.3	predictable	1.047	243
8.749	3.745	blockend	030	1	1	5	0.3	predictable	1.047	243
8.782	3.760	stimOnset	030	1	2	1	0.8	random	0.524	207
8.983	3.845	stimOnset	030	1	2	2	0.8	random	1.571	99
9.233	3.952	stimOnset	030	1	2	3	0.8	random	1.047	243
9.483	4.059	stimOnset	030	1	2	4	0.8	random	2.618	171
9.733	4.166	stimOnset	030	1	2	5	0.8	random	2.094	135
9.983	4.273	pauseOnset	030	1	2	5	0.8	random	2.094	135
10.370	4.439	buttonpress_r	030	1	2	5	0.8	random	2.094	135
10.499	4.494	blockend	030	1	2	5	0.8	random	2.094	135
10.532	4.509	stimOnset	030	1	3	1	0.8	predictable	2.094	99
10.716	4.587	stimOnset	030	1	3	2	0.8	predictable	2.618	207
10.966	4.694	stimOnset	030	1	3	3	0.8	predictable	1.571	171
11.216	4.801	stimOnset	030	1	3	4	0.8	predictable	1.047	135
11.466	4.908	stimOnset	030	1	3	5	0.8	predictable	0.524	243
11.716	5.015	pauseOnset	030	1	3	5	0.8	predictable	0.524	243
12.081	5.171	buttonpress_r	030	1	3	5	0.8	predictable	0.524	243
12.199	5.222	blockend	030	1	3	5	0.8	predictable	0.524	243
12.249	5.244	stimOnset	030	1	4	1	0.3	random	2.618	207
12.432	5.322	stimOnset	030	1	4	2	0.3	random	1.571	135
12.682	5.429	stimOnset	030	1	4	3	0.3	random	0.524	171
12.932	5.536	stimOnset	030	1	4	4	0.3	random	1.047	99
13.182	5.643	stimOnset	030	1	4	5	0.3	random	2.094	243
13.432	5.750	pauseOnset	030	1	4	5	0.3	random	2.094	243
13.764	5.892	buttonpress_y	030	1	4	5	0.3	random	2.094	243
13.882	5.943	blockend	030	1	4	5	0.3	random	2.094	243
13.932	5.964	stimOnset	030	1	5	1	0.8	predictable	0.524	99
14.116	6.043	stimOnset	030	1	5	2	0.8	predictable	1.571	207
14.366	6.150	stimOnset	030	1	5	3	0.8	predictable	2.094	171
14.616	6.257	stimOnset	030	1	5	4	0.8	predictable	1.047	135
14.865	6.364	stimOnset	030	1	5	5	0.8	predictable	2.618	243
15.115	6.471	pauseOnset	030	1	5	5	0.8	predictable	2.618	243
15.536	6.651	buttonpress_r	030	1	5	5	0.8	predictable	2.618	243
15.665	6.706	blockend	030	1	5	5	0.8	predictable	2.618	243
15.699	6.720	stimOnset	030	1	6	1	0.3	random	2.618	207
15.882	6.799	stimOnset	030	1	6	2	0.3	random	2.094	99
16.132	6.906	stimOnset	030	1	6	3	0.3	random	1.047	243
16.382	7.013	stimOnset	030	1	6	4	0.3	random	1.571	135
16.632	7.120	stimOnset	030	1	6	5	0.3	random	0.524	171
16.882	7.227	pauseOnset	030	1	6	5	0.3	random	0.524	171
17.163	7.347	buttonpress_y	030	1	6	5	0.3	random	0.524	171
17.282	7.398	blockend	030	1	6	5	0.3	random	0.524	171
17.332	7.419	stimOnset	030	1	7	1	0.8	random	0.524	207
17.515	7.498	stimOnset	030	1	7	2	0.8	random	1.571	135
17.765	7.605	stimOnset	030	1	7	3	0.8	random	1.047	99
18.015	7.712	stimOnset	030	1	7	4	0.8	random	2.618	171
18.265	7.819	stimOnset	030	1	7	5	0.8	random	2.094	243
18.515	7.926	pauseOnset	030	1	7	5	0.8	random	2.094	243
19.118	8.184	buttonpress_y	030	1	7	5	0.8	random	2.094	243
19.248	8.240	blockend	030	1	7	5	0.8	random	2.094	243
19.282	8.254	stimOnset	030	1	8	1	0.8	random	2.618	135
19.465	8.333	stimOnset	030	1	8	2	0.8	random	2.094	207
19.715	8.440	stimOnset	030	1	8	3	0.8	random	1.047	243
19.965	8.547	stimOnset	030	1	8	4	0.8	random	1.571	171
20.215	8.654	stimOnset	030	1	8	5	0.8	random	0.524	99
20.465	8.761	pauseOnset	030	1	8	5	0.8	random	0.524	99
20.957	8.971	buttonpress_r	030	1	8	5	0.8	random	0.524	99
21.081	9.025	blockend	030	1	8	5	0.8	random	0.524	99
