onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
4.499	2.999	stimOnset	002	7	1	1	0.3	predictable	0.000	90
4.749	3.166	stimOnset	002	7	1	2	0.3	predictable	1.571	0
4.998	3.332	stimOnset	002	7	1	3	0.3	predictable	4.712	135
5.248	3.499	stimOnset	002	7	1	4	0.3	predictable	5.760	45
5.498	3.666	pauseOnset	002	7	1	4	0.3	predictable	5.760	45
6.498	4.332	stimOnset	002	7	1	5	0.3	predictable	0.000	90
6.748	4.499	stimOnset	002	7	1	6	0.3	predictable	2.094	0
6.998	4.665	stimOnset	002	7	1	7	0.3	predictable	4.189	135
7.248	4.832	stimOnset	002	7	1	8	0.3	predictable	3.142	45
7.498	4.998	pauseOnset	002	7	1	8	0.3	predictable	3.142	45
8.497	5.665	stimOnset	002	7	1	9	0.3	predictable	0.524	90
8.747	5.832	stimOnset	002	7	1	10	0.3	predictable	1.047	0
8.997	5.998	stimOnset	002	7	1	11	0.3	predictable	4.189	135
9.247	6.165	stimOnset	002	7	1	12	0.3	predictable	1.571	45
9.497	6.331	pauseOnset	002	7	1	12	0.3	predictable	1.571	45
10.497	6.998	stimOnset	002	7	1	13	0.3	predictable	0.524	90
10.913	7.276	stimOnset	002	7	1	14	0.3	predictable	5.236	0
10.997	7.331	stimOnset	002	7	1	15	0.3	predictable	0.524	135
11.247	7.498	stimOnset	002	7	1	16	0.3	predictable	4.712	45
11.496	7.664	pauseOnset	002	7	1	16	0.3	predictable	4.712	45
12.496	8.331	stimOnset	002	7	1	17	0.3	predictable	3.142	90
12.746	8.497	stimOnset	002	7	1	18	0.3	predictable	5.760	0
12.996	8.664	stimOnset	002	7	1	19	0.3	predictable	2.618	135
13.246	8.831	stimOnset	002	7	1	20	0.3	predictable	1.047	45
13.496	8.997	pauseOnset	002	7	1	20	0.3	predictable	1.047	45
14.496	9.664	stimOnset	002	7	1	21	0.3	predictable	2.618	90
14.745	9.830	stimOnset	002	7	1	22	0.3	predictable	4.712	0
14.995	9.997	stimOnset	002	7	1	23	0.3	predictable	5.236	135
15.245	10.164	stimOnset	002	7	1	24	0.3	predictable	5.236	45
15.495	10.330	pauseOnset	002	7	1	24	0.3	predictable	5.236	45
16.495	10.997	stimOnset	002	7	1	25	0.3	predictable	2.618	90
16.745	11.163	stimOnset	002	7	1	26	0.3	predictable	0.000	0
16.995	11.330	stimOnset	002	7	1	27	0.3	predictable	4.189	135
17.245	11.496	stimOnset	002	7	1	28	0.3	predictable	3.665	45
17.495	11.663	pauseOnset	002	7	1	28	0.3	predictable	3.665	45
18.494	12.330	stimOnset	002	7	1	29	0.3	predictable	3.142	90
18.744	12.496	stimOnset	002	7	1	30	0.3	predictable	3.665	0
18.994	12.663	catchOnset	002	7	1	31	0.3	predictable	2.094	135
19.244	12.829	stimOnset	002	7	1	32	0.3	predictable	1.571	45
19.494	12.996	pauseOnset	002	7	1	32	0.3	predictable	1.571	45
20.494	13.662	stimOnset	002	7	1	33	0.3	predictable	2.094	90
20.744	13.829	stimOnset	002	7	1	34	0.3	predictable	1.047	0
