onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.016	3.004	stimOnset	049	3	1	1	0.8	predictable	2.618	207
7.516	3.218	stimOnset	049	3	1	2	0.8	predictable	1.047	135
8.016	3.432	stimOnset	049	3	1	3	0.8	predictable	0.524	99
8.516	3.646	stimOnset	049	3	1	4	0.8	predictable	3.142	243
9.016	3.860	stimOnset	049	3	1	5	0.8	predictable	4.712	171
9.516	4.074	pauseOnset	049	3	1	5	0.8	predictable	4.712	171
9.867	4.224	buttonpress_r	049	3	1	5	0.8	predictable	4.712	171
9.999	4.281	stimOnset	049	3	1	6	0.8	predictable	4.189	171
10.466	4.480	stimOnset	049	3	1	7	0.8	predictable	2.618	207
10.966	4.694	stimOnset	049	3	1	8	0.8	predictable	5.236	135
11.466	4.908	catchOnset	049	3	1	9	0.8	predictable	3.665	99
11.966	5.122	stimOnset	049	3	1	10	0.8	predictable	0.000	243
12.336	5.281	buttonpress_r	049	3	1	10	0.8	predictable	0.000	243
12.466	5.336	pauseOnset	049	3	1	10	0.8	predictable	0.000	243
12.951	5.544	buttonpress_r	049	3	1	10	0.8	predictable	0.000	243
13.082	5.600	stimOnset	049	3	1	11	0.8	predictable	1.571	135
13.549	5.800	stimOnset	049	3	1	12	0.8	predictable	1.047	99
14.049	6.014	stimOnset	049	3	1	13	0.8	predictable	0.524	243
14.549	6.228	stimOnset	049	3	1	14	0.8	predictable	4.189	171
15.049	6.442	stimOnset	049	3	1	15	0.8	predictable	1.571	207
15.549	6.656	pauseOnset	049	3	1	15	0.8	predictable	1.571	207
15.758	6.746	buttonpress_r	049	3	1	15	0.8	predictable	1.571	207
15.882	6.799	stimOnset	049	3	1	16	0.8	predictable	2.094	99
16.366	7.006	stimOnset	049	3	1	17	0.8	predictable	3.142	243
16.865	7.220	stimOnset	049	3	1	18	0.8	predictable	2.094	171
17.365	7.434	stimOnset	049	3	1	19	0.8	predictable	3.665	207
