onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.016	3.003	stimOnset	002	1	1	1	0.5	random	0.524	135
7.266	3.110	stimOnset	002	1	1	2	0.5	random	2.094	45
7.516	3.217	stimOnset	002	1	1	3	0.5	random	2.618	90
7.766	3.324	stimOnset	002	1	1	4	0.5	random	1.047	135
8.016	3.432	stimOnset	002	1	1	5	0.5	random	2.094	0
8.266	3.539	stimOnset	002	1	1	6	0.5	random	1.571	90
8.516	3.646	stimOnset	002	1	1	7	0.5	random	0.000	0
8.766	3.753	stimOnset	002	1	1	8	0.5	random	3.665	90
9.016	3.860	stimOnset	002	1	1	9	0.5	random	0.524	0
9.266	3.967	catchOnset	002	1	1	10	0.5	random	3.665	45
9.516	4.074	stimOnset	002	1	1	11	0.5	random	5.760	0
9.766	4.181	stimOnset	002	1	1	12	0.5	random	4.189	135
10.016	4.288	stimOnset	002	1	1	13	0.5	random	1.571	0
10.266	4.395	stimOnset	002	1	1	14	0.5	random	5.236	135
10.516	4.502	stimOnset	002	1	1	15	0.5	random	4.189	0
10.766	4.609	stimOnset	002	1	1	16	0.5	random	5.236	45
11.016	4.716	stimOnset	002	1	1	17	0.5	random	2.094	135
11.266	4.823	stimOnset	002	1	1	18	0.5	random	4.712	90
11.516	4.930	stimOnset	002	1	1	19	0.5	random	5.236	135
11.766	5.037	stimOnset	002	1	1	20	0.5	random	1.047	0
12.016	5.144	stimOnset	002	1	1	21	0.5	random	1.047	135
12.266	5.251	stimOnset	002	1	1	22	0.5	random	1.047	45
12.516	5.358	stimOnset	002	1	1	23	0.5	random	1.047	90
12.766	5.465	stimOnset	002	1	1	24	0.5	random	4.712	0
13.016	5.572	stimOnset	002	1	1	25	0.5	random	3.665	45
13.266	5.679	stimOnset	002	1	1	26	0.5	random	4.189	135
13.516	5.786	stimOnset	002	1	1	27	0.5	random	4.189	90
13.766	5.893	stimOnset	002	1	1	28	0.5	random	5.236	0
14.016	6.000	stimOnset	002	1	1	29	0.5	random	0.524	90
14.266	6.107	catchOnset	002	1	1	30	0.5	random	1.571	0
14.516	6.214	stimOnset	002	1	1	31	0.5	random	4.189	45
14.765	6.321	stimOnset	002	1	1	32	0.5	random	1.571	135
15.015	6.428	stimOnset	002	1	1	33	0.5	random	1.571	90
15.265	6.535	stimOnset	002	1	1	34	0.5	random	4.712	45
15.515	6.642	stimOnset	002	1	1	35	0.5	random	5.760	0
15.765	6.749	stimOnset	002	1	1	36	0.5	random	2.618	45
16.015	6.856	stimOnset	002	1	1	37	0.5	random	0.000	90
16.265	6.963	stimOnset	002	1	1	38	0.5	random	5.760	45
16.515	7.070	stimOnset	002	1	1	39	0.5	random	3.665	90
16.765	7.177	stimOnset	002	1	1	40	0.5	random	3.142	135
17.015	7.284	stimOnset	002	1	1	41	0.5	random	5.760	45
17.265	7.391	stimOnset	002	1	1	42	0.5	random	2.618	135
17.515	7.498	stimOnset	002	1	1	43	0.5	random	4.712	90
17.765	7.605	stimOnset	002	1	1	44	0.5	random	2.618	45
18.015	7.712	catchOnset	002	1	1	45	0.5	random	2.618	135
18.265	7.819	stimOnset	002	1	1	46	0.5	random	4.712	0
18.515	7.926	stimOnset	002	1	1	47	0.5	random	3.142	45
18.765	8.033	stimOnset	002	1	1	48	0.5	random	3.142	90
19.015	8.140	stimOnset	002	1	1	49	0.5	random	3.142	135
19.265	8.247	stimOnset	002	1	1	50	0.5	random	0.524	0
19.515	8.354	stimOnset	002	1	1	51	0.5	random	0.524	90
19.765	8.461	stimOnset	002	1	1	52	0.5	random	0.000	135
20.015	8.568	stimOnset	002	1	1	53	0.5	random	5.236	45
20.265	8.675	stimOnset	002	1	1	54	0.5	random	3.665	135
20.515	8.782	stimOnset	002	1	1	55	0.5	random	3.142	90
20.765	8.889	stimOnset	002	1	1	56	0.5	random	5.760	45
21.015	8.996	stimOnset	002	1	1	57	0.5	random	2.094	0
21.265	9.103	stimOnset	002	1	1	58	0.5	random	0.000	45
21.515	9.210	stimOnset	002	1	1	59	0.5	random	0.000	0
21.765	9.317	stimOnset	002	1	1	60	0.5	random	2.094	90
22.015	9.424	blockend	002	1	1	60	0.5	random	2.094	90
9.977	4.271	buttonpress	002	1	1	60	0.5	random	2.094	90
14.844	6.354	buttonpress	002	1	1	60	0.5	random	2.094	90
18.535	7.934	buttonpress	002	1	1	60	0.5	random	2.094	90
23.531	10.073	stimOnset	002	1	2	1	1.0	predictable	2.618	0
23.781	10.180	stimOnset	002	1	2	2	1.0	predictable	5.236	90
24.031	10.287	stimOnset	002	1	2	3	1.0	predictable	3.142	45
