onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.008	3.000	stimOnset	003	4	1	1	1.0	predictable	2.094	90
7.258	3.107	stimOnset	003	4	1	2	1.0	predictable	2.618	45
7.508	3.214	stimOnset	003	4	1	3	1.0	predictable	2.618	135
7.758	3.321	stimOnset	003	4	1	4	1.0	predictable	5.236	0
8.007	3.428	stimOnset	003	4	1	5	1.0	predictable	1.047	90
8.257	3.535	stimOnset	003	4	1	6	1.0	predictable	5.760	45
8.508	3.642	stimOnset	003	4	1	7	1.0	predictable	3.665	135
8.758	3.749	stimOnset	003	4	1	8	1.0	predictable	0.524	0
9.008	3.856	stimOnset	003	4	1	9	1.0	predictable	5.760	90
9.258	3.963	stimOnset	003	4	1	10	1.0	predictable	0.000	45
9.508	4.070	stimOnset	003	4	1	11	1.0	predictable	1.571	135
9.758	4.177	stimOnset	003	4	1	12	1.0	predictable	3.142	0
10.008	4.284	stimOnset	003	4	1	13	1.0	predictable	3.665	90
10.257	4.391	stimOnset	003	4	1	14	1.0	predictable	4.189	45
10.513	4.500	stimOnset	003	4	1	15	1.0	predictable	5.760	135
10.763	4.607	stimOnset	003	4	1	16	1.0	predictable	5.760	0
11.008	4.712	stimOnset	003	4	1	17	1.0	predictable	0.524	90
11.258	4.819	stimOnset	003	4	1	18	1.0	predictable	5.236	45
11.508	4.926	stimOnset	003	4	1	19	1.0	predictable	5.236	135
11.758	5.033	stimOnset	003	4	1	20	1.0	predictable	1.571	0
12.008	5.140	stimOnset	003	4	1	21	1.0	predictable	3.665	90
12.258	5.247	stimOnset	003	4	1	22	1.0	predictable	4.189	45
12.508	5.354	stimOnset	003	4	1	23	1.0	predictable	4.712	135
12.758	5.461	stimOnset	003	4	1	24	1.0	predictable	4.712	0
13.008	5.568	stimOnset	003	4	1	25	1.0	predictable	1.047	90
13.257	5.675	stimOnset	003	4	1	26	1.0	predictable	2.094	45
13.508	5.782	stimOnset	003	4	1	27	1.0	predictable	1.047	135
13.758	5.889	stimOnset	003	4	1	28	1.0	predictable	0.524	0
14.008	5.997	stimOnset	003	4	1	29	1.0	predictable	1.047	90
14.258	6.104	stimOnset	003	4	1	30	1.0	predictable	4.712	45
14.508	6.211	stimOnset	003	4	1	31	1.0	predictable	4.189	135
14.767	6.321	stimOnset	003	4	1	32	1.0	predictable	1.047	0
15.017	6.428	catchOnset	003	4	1	33	1.0	predictable	3.142	90
15.257	6.531	stimOnset	003	4	1	34	1.0	predictable	2.094	45
15.507	6.638	stimOnset	003	4	1	35	1.0	predictable	3.142	135
15.758	6.746	stimOnset	003	4	1	36	1.0	predictable	1.571	0
16.008	6.853	stimOnset	003	4	1	37	1.0	predictable	4.189	90
16.258	6.960	stimOnset	003	4	1	38	1.0	predictable	1.571	45
16.508	7.067	stimOnset	003	4	1	39	1.0	predictable	5.236	135
16.757	7.173	stimOnset	003	4	1	40	1.0	predictable	2.618	0
17.008	7.281	stimOnset	003	4	1	41	1.0	predictable	4.712	90
17.257	7.388	stimOnset	003	4	1	42	1.0	predictable	2.618	45
17.507	7.494	stimOnset	003	4	1	43	1.0	predictable	0.524	135
17.758	7.602	stimOnset	003	4	1	44	1.0	predictable	2.094	0
18.008	7.709	stimOnset	003	4	1	45	1.0	predictable	3.142	90
18.257	7.816	stimOnset	003	4	1	46	1.0	predictable	2.094	45
18.508	7.923	stimOnset	003	4	1	47	1.0	predictable	5.236	135
18.757	8.030	stimOnset	003	4	1	48	1.0	predictable	0.000	0
19.007	8.137	stimOnset	003	4	1	49	1.0	predictable	0.000	90
19.257	8.244	stimOnset	003	4	1	50	1.0	predictable	3.142	45
19.507	8.351	stimOnset	003	4	1	51	1.0	predictable	0.000	135
19.758	8.458	stimOnset	003	4	1	52	1.0	predictable	2.618	0
20.007	8.565	stimOnset	003	4	1	53	1.0	predictable	0.000	90
20.257	8.672	stimOnset	003	4	1	54	1.0	predictable	5.760	45
20.507	8.779	stimOnset	003	4	1	55	1.0	predictable	3.665	135
20.757	8.886	stimOnset	003	4	1	56	1.0	predictable	0.524	0
21.007	8.993	stimOnset	003	4	1	57	1.0	predictable	1.571	90
21.257	9.100	stimOnset	003	4	1	58	1.0	predictable	3.665	45
21.507	9.207	stimOnset	003	4	1	59	1.0	predictable	4.712	135
21.757	9.314	stimOnset	003	4	1	60	1.0	predictable	4.189	0
22.007	9.421	blockend	003	4	1	60	1.0	predictable	4.189	0
15.610	6.683	buttonpress	003	4	1	60	1.0	predictable	4.189	0
23.523	10.070	stimOnset	003	4	2	1	0.5	random	1.571	135
23.773	10.177	stimOnset	003	4	2	2	0.5	random	3.665	45
24.032	10.288	stimOnset	003	4	2	3	0.5	random	3.142	90
24.273	10.391	stimOnset	003	4	2	4	0.5	random	5.236	45
24.523	10.498	stimOnset	003	4	2	5	0.5	random	2.094	135
24.773	10.605	stimOnset	003	4	2	6	0.5	random	5.760	45
25.023	10.712	stimOnset	003	4	2	7	0.5	random	0.000	135
25.273	10.819	stimOnset	003	4	2	8	0.5	random	1.047	90
25.523	10.926	stimOnset	003	4	2	9	0.5	random	3.665	45
25.773	11.033	stimOnset	003	4	2	10	0.5	random	5.236	0
26.024	11.140	stimOnset	003	4	2	11	0.5	random	2.618	135
26.273	11.247	stimOnset	003	4	2	12	0.5	random	3.665	45
26.523	11.354	stimOnset	003	4	2	13	0.5	random	4.189	90
26.773	11.461	stimOnset	003	4	2	14	0.5	random	2.618	0
27.023	11.568	stimOnset	003	4	2	15	0.5	random	3.665	135
27.273	11.675	stimOnset	003	4	2	16	0.5	random	5.760	90
27.523	11.782	stimOnset	003	4	2	17	0.5	random	2.094	0
27.773	11.889	stimOnset	003	4	2	18	0.5	random	0.524	90
28.023	11.996	stimOnset	003	4	2	19	0.5	random	5.236	45
28.273	12.103	stimOnset	003	4	2	20	0.5	random	0.000	90
28.523	12.210	stimOnset	003	4	2	21	0.5	random	3.142	45
28.774	12.317	stimOnset	003	4	2	22	0.5	random	4.712	0
29.023	12.424	stimOnset	003	4	2	23	0.5	random	1.571	135
29.273	12.531	stimOnset	003	4	2	24	0.5	random	3.665	0
29.523	12.638	stimOnset	003	4	2	25	0.5	random	0.524	90
29.773	12.745	stimOnset	003	4	2	26	0.5	random	4.189	45
30.023	12.852	stimOnset	003	4	2	27	0.5	random	4.712	90
30.273	12.959	stimOnset	003	4	2	28	0.5	random	1.571	45
30.523	13.067	stimOnset	003	4	2	29	0.5	random	0.524	90
30.773	13.173	stimOnset	003	4	2	30	0.5	random	0.000	135
31.023	13.280	stimOnset	003	4	2	31	0.5	random	4.189	45
31.273	13.387	catchOnset	003	4	2	32	0.5	random	1.047	0
31.526	13.496	stimOnset	003	4	2	33	0.5	random	0.000	135
31.773	13.602	stimOnset	003	4	2	34	0.5	random	4.189	0
32.023	13.709	stimOnset	003	4	2	35	0.5	random	0.524	45
32.273	13.816	stimOnset	003	4	2	36	0.5	random	4.712	0
32.523	13.923	stimOnset	003	4	2	37	0.5	random	4.712	135
32.773	14.030	stimOnset	003	4	2	38	0.5	random	2.094	0
33.024	14.137	stimOnset	003	4	2	39	0.5	random	1.047	135
33.274	14.244	stimOnset	003	4	2	40	0.5	random	5.760	90
33.524	14.351	stimOnset	003	4	2	41	0.5	random	3.142	0
33.773	14.458	stimOnset	003	4	2	42	0.5	random	5.236	90
34.023	14.565	stimOnset	003	4	2	43	0.5	random	4.712	0
34.273	14.672	stimOnset	003	4	2	44	0.5	random	2.618	90
34.524	14.779	stimOnset	003	4	2	45	0.5	random	2.618	0
34.774	14.886	stimOnset	003	4	2	46	0.5	random	4.189	135
35.023	14.993	stimOnset	003	4	2	47	0.5	random	2.618	90
35.273	15.100	stimOnset	003	4	2	48	0.5	random	1.571	135
35.523	15.207	stimOnset	003	4	2	49	0.5	random	1.571	90
35.773	15.314	stimOnset	003	4	2	50	0.5	random	1.047	135
36.024	15.421	stimOnset	003	4	2	51	0.5	random	5.236	0
36.274	15.528	stimOnset	003	4	2	52	0.5	random	2.094	90
36.523	15.635	stimOnset	003	4	2	53	0.5	random	3.142	45
36.773	15.742	stimOnset	003	4	2	54	0.5	random	1.047	135
37.023	15.849	stimOnset	003	4	2	55	0.5	random	0.524	0
37.273	15.956	stimOnset	003	4	2	56	0.5	random	5.760	45
37.523	16.063	stimOnset	003	4	2	57	0.5	random	5.760	0
37.773	16.170	stimOnset	003	4	2	58	0.5	random	0.000	45
38.023	16.277	stimOnset	003	4	2	59	0.5	random	3.142	135
38.273	16.384	stimOnset	003	4	2	60	0.5	random	2.094	45
38.523	16.491	blockend	003	4	2	60	0.5	random	2.094	45
31.863	13.640	buttonpress	003	4	2	60	0.5	random	2.094	45
40.039	17.140	stimOnset	003	4	3	1	0.5	predictable	5.760	90
40.289	17.247	stimOnset	003	4	3	2	0.5	predictable	1.571	45
40.539	17.354	stimOnset	003	4	3	3	0.5	predictable	4.712	135
40.789	17.461	stimOnset	003	4	3	4	0.5	predictable	4.712	0
41.048	17.572	stimOnset	003	4	3	5	0.5	predictable	5.760	90
41.290	17.675	stimOnset	003	4	3	6	0.5	predictable	2.094	45
41.539	17.782	stimOnset	003	4	3	7	0.5	predictable	3.665	135
41.789	17.889	stimOnset	003	4	3	8	0.5	predictable	3.142	0
42.039	17.996	stimOnset	003	4	3	9	0.5	predictable	0.000	90
42.289	18.103	stimOnset	003	4	3	10	0.5	predictable	0.524	45
42.539	18.210	stimOnset	003	4	3	11	0.5	predictable	1.571	135
42.789	18.317	stimOnset	003	4	3	12	0.5	predictable	2.618	0
43.039	18.424	stimOnset	003	4	3	13	0.5	predictable	3.665	90
43.289	18.531	stimOnset	003	4	3	14	0.5	predictable	1.047	45
43.539	18.638	stimOnset	003	4	3	15	0.5	predictable	0.524	135
43.789	18.745	stimOnset	003	4	3	16	0.5	predictable	2.618	0
44.039	18.852	stimOnset	003	4	3	17	0.5	predictable	5.760	90
44.289	18.959	stimOnset	003	4	3	18	0.5	predictable	0.000	45
44.539	19.066	stimOnset	003	4	3	19	0.5	predictable	4.189	135
44.789	19.174	stimOnset	003	4	3	20	0.5	predictable	3.665	0
45.039	19.281	stimOnset	003	4	3	21	0.5	predictable	2.094	90
45.289	19.387	stimOnset	003	4	3	22	0.5	predictable	5.236	45
45.539	19.495	stimOnset	003	4	3	23	0.5	predictable	0.524	135
45.789	19.602	stimOnset	003	4	3	24	0.5	predictable	2.094	0
46.040	19.709	stimOnset	003	4	3	25	0.5	predictable	5.236	90
46.289	19.816	stimOnset	003	4	3	26	0.5	predictable	4.189	45
46.539	19.923	stimOnset	003	4	3	27	0.5	predictable	0.000	135
46.789	20.030	stimOnset	003	4	3	28	0.5	predictable	1.571	0
47.039	20.137	stimOnset	003	4	3	29	0.5	predictable	2.618	90
47.290	20.244	stimOnset	003	4	3	30	0.5	predictable	1.047	45
47.539	20.351	stimOnset	003	4	3	31	0.5	predictable	0.000	135
47.789	20.458	stimOnset	003	4	3	32	0.5	predictable	1.571	0
48.039	20.565	stimOnset	003	4	3	33	0.5	predictable	0.524	90
48.289	20.672	stimOnset	003	4	3	34	0.5	predictable	4.189	45
48.540	20.779	stimOnset	003	4	3	35	0.5	predictable	5.236	135
48.790	20.886	stimOnset	003	4	3	36	0.5	predictable	5.760	0
49.039	20.993	stimOnset	003	4	3	37	0.5	predictable	4.189	90
49.289	21.100	stimOnset	003	4	3	38	0.5	predictable	0.524	45
49.539	21.207	stimOnset	003	4	3	39	0.5	predictable	5.760	135
49.789	21.314	stimOnset	003	4	3	40	0.5	predictable	2.618	0
50.039	21.421	stimOnset	003	4	3	41	0.5	predictable	5.236	90
50.290	21.528	stimOnset	003	4	3	42	0.5	predictable	2.094	45
50.540	21.635	stimOnset	003	4	3	43	0.5	predictable	3.665	135
50.789	21.742	stimOnset	003	4	3	44	0.5	predictable	3.142	0
51.040	21.849	catchOnset	003	4	3	45	0.5	predictable	5.236	90
51.289	21.956	stimOnset	003	4	3	46	0.5	predictable	3.142	45
51.539	22.063	stimOnset	003	4	3	47	0.5	predictable	1.047	135
51.789	22.170	stimOnset	003	4	3	48	0.5	predictable	4.712	0
52.040	22.277	stimOnset	003	4	3	49	0.5	predictable	3.142	90
52.289	22.384	stimOnset	003	4	3	50	0.5	predictable	1.571	45
52.539	22.491	stimOnset	003	4	3	51	0.5	predictable	0.000	135
52.790	22.598	stimOnset	003	4	3	52	0.5	predictable	4.189	0
53.040	22.705	stimOnset	003	4	3	53	0.5	predictable	3.142	90
53.289	22.812	stimOnset	003	4	3	54	0.5	predictable	2.618	45
53.539	22.919	stimOnset	003	4	3	55	0.5	predictable	4.712	135
53.789	23.026	stimOnset	003	4	3	56	0.5	predictable	3.665	0
54.039	23.133	stimOnset	003	4	3	57	0.5	predictable	4.712	90
54.289	23.240	stimOnset	003	4	3	58	0.5	predictable	1.047	45
54.540	23.347	stimOnset	003	4	3	59	0.5	predictable	2.094	135
54.789	23.454	stimOnset	003	4	3	60	0.5	predictable	1.047	0
55.039	23.561	blockend	003	4	3	60	0.5	predictable	1.047	0
51.612	22.094	buttonpress	003	4	3	60	0.5	predictable	1.047	0
56.556	24.210	stimOnset	003	4	4	1	1.0	random	5.760	45
56.805	24.317	stimOnset	003	4	4	2	1.0	random	4.712	0
57.056	24.425	stimOnset	003	4	4	3	1.0	random	4.189	90
57.305	24.531	stimOnset	003	4	4	4	1.0	random	1.571	45
57.555	24.638	stimOnset	003	4	4	5	1.0	random	4.712	90
57.805	24.745	stimOnset	003	4	4	6	1.0	random	5.760	135
58.055	24.853	stimOnset	003	4	4	7	1.0	random	0.524	45
58.305	24.959	stimOnset	003	4	4	8	1.0	random	4.189	135
58.555	25.066	stimOnset	003	4	4	9	1.0	random	4.712	90
58.806	25.174	stimOnset	003	4	4	10	1.0	random	1.571	135
59.055	25.281	stimOnset	003	4	4	11	1.0	random	4.712	0
59.305	25.388	stimOnset	003	4	4	12	1.0	random	2.094	90
59.555	25.495	stimOnset	003	4	4	13	1.0	random	2.618	45
59.805	25.602	stimOnset	003	4	4	14	1.0	random	1.047	90
60.055	25.709	stimOnset	003	4	4	15	1.0	random	1.047	135
60.305	25.816	stimOnset	003	4	4	16	1.0	random	0.000	90
60.555	25.923	stimOnset	003	4	4	17	1.0	random	3.665	45
60.805	26.030	stimOnset	003	4	4	18	1.0	random	1.047	90
61.055	26.137	catchOnset	003	4	4	19	1.0	random	2.618	45
61.305	26.244	stimOnset	003	4	4	20	1.0	random	1.047	90
61.556	26.351	stimOnset	003	4	4	21	1.0	random	4.189	0
61.811	26.460	stimOnset	003	4	4	22	1.0	random	5.236	45
62.061	26.567	stimOnset	003	4	4	23	1.0	random	3.142	135
62.306	26.672	stimOnset	003	4	4	24	1.0	random	4.189	90
62.556	26.779	stimOnset	003	4	4	25	1.0	random	2.094	45
62.806	26.886	stimOnset	003	4	4	26	1.0	random	5.760	90
63.056	26.993	stimOnset	003	4	4	27	1.0	random	5.236	135
63.314	27.104	stimOnset	003	4	4	28	1.0	random	2.094	0
63.556	27.207	stimOnset	003	4	4	29	1.0	random	5.236	135
63.806	27.314	stimOnset	003	4	4	30	1.0	random	2.618	0
64.056	27.421	stimOnset	003	4	4	31	1.0	random	3.142	135
64.306	27.528	stimOnset	003	4	4	32	1.0	random	3.665	0
64.556	27.635	stimOnset	003	4	4	33	1.0	random	1.571	135
64.806	27.742	stimOnset	003	4	4	34	1.0	random	5.236	0
65.056	27.849	catchOnset	003	4	4	35	1.0	random	0.524	90
65.306	27.956	stimOnset	003	4	4	36	1.0	random	4.189	45
65.556	28.063	stimOnset	003	4	4	37	1.0	random	0.524	135
65.806	28.170	stimOnset	003	4	4	38	1.0	random	2.094	45
66.056	28.277	stimOnset	003	4	4	39	1.0	random	5.760	0
66.306	28.384	stimOnset	003	4	4	40	1.0	random	3.142	135
66.556	28.491	stimOnset	003	4	4	41	1.0	random	1.571	45
66.809	28.600	stimOnset	003	4	4	42	1.0	random	3.665	135
67.065	28.709	stimOnset	003	4	4	43	1.0	random	0.000	0
67.315	28.816	stimOnset	003	4	4	44	1.0	random	2.618	45
67.556	28.919	stimOnset	003	4	4	45	1.0	random	0.524	0
67.805	29.026	stimOnset	003	4	4	46	1.0	random	0.524	90
68.056	29.133	stimOnset	003	4	4	47	1.0	random	3.142	135
68.306	29.240	stimOnset	003	4	4	48	1.0	random	0.000	45
68.556	29.348	stimOnset	003	4	4	49	1.0	random	3.665	0
68.806	29.454	stimOnset	003	4	4	50	1.0	random	5.760	90
