onset	onsetTR	message	subject	run	block	trial	contrast	condition	phase	stimulus
7.008	3.000	stimOnset	003	2	1	1	0.5	predictable	0.000	45
7.257	3.107	stimOnset	003	2	1	2	0.5	predictable	2.618	0
7.507	3.214	stimOnset	003	2	1	3	0.5	predictable	1.571	90
7.758	3.321	stimOnset	003	2	1	4	0.5	predictable	1.571	135
8.007	3.428	stimOnset	003	2	1	5	0.5	predictable	4.189	45
8.257	3.535	stimOnset	003	2	1	6	0.5	predictable	2.618	0
8.508	3.642	stimOnset	003	2	1	7	0.5	predictable	0.000	90
8.757	3.749	stimOnset	003	2	1	8	0.5	predictable	5.236	135
9.007	3.856	stimOnset	003	2	1	9	0.5	predictable	0.000	45
9.257	3.963	stimOnset	003	2	1	10	0.5	predictable	1.047	0
9.508	4.070	stimOnset	003	2	1	11	0.5	predictable	4.712	90
9.758	4.177	stimOnset	003	2	1	12	0.5	predictable	1.571	135
10.007	4.284	stimOnset	003	2	1	13	0.5	predictable	3.142	45
10.258	4.391	stimOnset	003	2	1	14	0.5	predictable	2.618	0
10.507	4.498	catchOnset	003	2	1	15	0.5	predictable	0.524	90
10.757	4.605	stimOnset	003	2	1	16	0.5	predictable	4.189	135
11.007	4.712	stimOnset	003	2	1	17	0.5	predictable	4.712	45
11.257	4.819	stimOnset	003	2	1	18	0.5	predictable	4.712	0
11.507	4.926	stimOnset	003	2	1	19	0.5	predictable	5.236	90
11.757	5.033	stimOnset	003	2	1	20	0.5	predictable	2.618	135
12.008	5.140	stimOnset	003	2	1	21	0.5	predictable	4.712	45
12.257	5.247	stimOnset	003	2	1	22	0.5	predictable	2.618	0
12.507	5.354	stimOnset	003	2	1	23	0.5	predictable	0.524	90
12.758	5.461	stimOnset	003	2	1	24	0.5	predictable	3.665	135
13.007	5.568	stimOnset	003	2	1	25	0.5	predictable	1.047	45
13.257	5.675	stimOnset	003	2	1	26	0.5	predictable	3.665	0
13.507	5.782	stimOnset	003	2	1	27	0.5	predictable	1.571	90
13.758	5.889	stimOnset	003	2	1	28	0.5	predictable	4.189	135
14.008	5.997	stimOnset	003	2	1	29	0.5	predictable	5.760	45
14.257	6.103	stimOnset	003	2	1	30	0.5	predictable	3.142	0
14.507	6.210	stimOnset	003	2	1	31	0.5	predictable	1.047	90
14.757	6.317	stimOnset	003	2	1	32	0.5	predictable	5.236	135
15.007	6.424	stimOnset	003	2	1	33	0.5	predictable	5.236	45
15.257	6.531	stimOnset	003	2	1	34	0.5	predictable	3.142	0
15.507	6.638	stimOnset	003	2	1	35	0.5	predictable	3.665	90
15.757	6.745	stimOnset	003	2	1	36	0.5	predictable	5.760	135
16.007	6.853	stimOnset	003	2	1	37	0.5	predictable	4.189	45
16.257	6.959	stimOnset	003	2	1	38	0.5	predictable	0.000	0
16.508	7.067	stimOnset	003	2	1	39	0.5	predictable	2.094	90
16.757	7.174	catchOnset	003	2	1	40	0.5	predictable	0.524	135
17.008	7.281	stimOnset	003	2	1	41	0.5	predictable	5.760	45
17.258	7.388	stimOnset	003	2	1	42	0.5	predictable	2.094	0
17.508	7.495	stimOnset	003	2	1	43	0.5	predictable	1.571	90
17.757	7.602	stimOnset	003	2	1	44	0.5	predictable	0.000	135
18.007	7.709	stimOnset	003	2	1	45	0.5	predictable	1.047	45
18.259	7.816	stimOnset	003	2	1	46	0.5	predictable	2.094	0
18.510	7.924	stimOnset	003	2	1	47	0.5	predictable	5.760	90
18.760	8.031	stimOnset	003	2	1	48	0.5	predictable	3.142	135
19.008	8.137	stimOnset	003	2	1	49	0.5	predictable	5.236	45
19.257	8.244	stimOnset	003	2	1	50	0.5	predictable	2.094	0
19.507	8.351	stimOnset	003	2	1	51	0.5	predictable	4.712	90
19.757	8.458	stimOnset	003	2	1	52	0.5	predictable	3.665	135
20.008	8.565	stimOnset	003	2	1	53	0.5	predictable	3.665	45
20.257	8.672	stimOnset	003	2	1	54	0.5	predictable	5.760	0
20.508	8.779	stimOnset	003	2	1	55	0.5	predictable	2.094	90
20.757	8.886	stimOnset	003	2	1	56	0.5	predictable	0.524	135
21.007	8.993	stimOnset	003	2	1	57	0.5	predictable	1.047	45
21.258	9.100	stimOnset	003	2	1	58	0.5	predictable	0.524	0
21.508	9.207	stimOnset	003	2	1	59	0.5	predictable	3.142	90
21.757	9.314	stimOnset	003	2	1	60	0.5	predictable	4.189	135
22.008	9.421	blockend	003	2	1	60	0.5	predictable	4.189	135
11.115	4.758	buttonpress	003	2	1	60	0.5	predictable	4.189	135
23.523	10.070	stimOnset	003	2	2	1	1.0	random	5.760	0
23.773	10.177	stimOnset	003	2	2	2	1.0	random	0.524	45
24.023	10.284	stimOnset	003	2	2	3	1.0	random	3.665	135
24.274	10.391	stimOnset	003	2	2	4	1.0	random	5.760	90
24.523	10.498	stimOnset	003	2	2	5	1.0	random	4.712	0
24.774	10.605	stimOnset	003	2	2	6	1.0	random	2.618	45
25.033	10.716	stimOnset	003	2	2	7	1.0	random	0.524	90
25.274	10.819	stimOnset	003	2	2	8	1.0	random	4.189	45
25.524	10.926	stimOnset	003	2	2	9	1.0	random	0.524	0
25.774	11.033	stimOnset	003	2	2	10	1.0	random	0.000	90
26.024	11.140	stimOnset	003	2	2	11	1.0	random	3.142	135
26.274	11.247	stimOnset	003	2	2	12	1.0	random	1.047	90
26.524	11.354	stimOnset	003	2	2	13	1.0	random	5.760	0
26.774	11.461	stimOnset	003	2	2	14	1.0	random	4.712	135
27.024	11.569	stimOnset	003	2	2	15	1.0	random	4.189	90
27.274	11.675	stimOnset	003	2	2	16	1.0	random	5.236	135
27.524	11.782	catchOnset	003	2	2	17	1.0	random	4.189	45
27.774	11.889	stimOnset	003	2	2	18	1.0	random	1.047	90
28.024	11.996	stimOnset	003	2	2	19	1.0	random	2.618	135
28.281	12.107	stimOnset	003	2	2	20	1.0	random	2.094	0
28.524	12.210	stimOnset	003	2	2	21	1.0	random	5.760	90
28.774	12.317	stimOnset	003	2	2	22	1.0	random	3.142	0
29.024	12.424	stimOnset	003	2	2	23	1.0	random	2.094	90
